state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
631845,46.3,0.225,max,B,0,1150,1160
632995,46.3,0.225,max,B,0,1150,1150
634165,51.3,0.225,max,B,0,1150,1170
635335,51.3,0.225,max,B,0,1160,1170
644035,51.3,0.225,max,A,0,1160,1180
644605,51.3,0.225,max,A,0,1160,1150
645785,51.3,0.225,max,A,0,1160,1180
646955,51.3,0.225,max,A,0,1170,1170
648105,51.3,0.225,max,A,0,1170,1150
649275,51.3,0.225,max,A,0,1170,1170
650435,47.3,0.225,max,B,0,1170,1160
651605,47.3,0.225,max,B,0,1170,1170
652855,47.3,0.225,max,B,0,1170,1250
653945,47.3,0.225,max,B,0,1170,1090
655125,47.3,0.225,max,B,0,1170,1180
656295,51.3,0.225,max,B,0,1170,1170
657475,51.3,0.225,max,B,0,1180,1180
666325,51.3,0.225,max,A,0,1160,1150
666905,51.3,0.225,max,A,0,1190,1210
668175,51.3,0.225,max,A,0,1210,1270
669465,51.3,0.225,max,A,0,1210,1290
671155,51.3,0.225,max,A,0,1210,1690
