state_time,t_peak,peak_tn,experiment_type,trial_phase,stride_in_condition,est_stride_dur,actual_stride_dur
787360,51.3,0.225,max,B,1,990,990
788360,51.3,0.225,max,B,2,990,1000
789340,51.3,0.225,max,B,3,990,980
790330,51.3,0.225,max,B,4,990,990
791320,51.3,0.225,max,B,5,990,990
802200,49.3,0.225,max,A,1,990,990
803190,49.3,0.225,max,A,1,990,1000
804170,49.3,0.225,max,A,2,990,980
805150,49.3,0.225,max,A,3,990,980
806120,49.3,0.225,max,A,4,980,970
807100,51.3,0.225,max,B,1,980,980
808100,51.3,0.225,max,B,2,980,1000
809090,51.3,0.225,max,B,3,980,990
810080,51.3,0.225,max,B,4,990,990
811080,51.3,0.225,max,B,5,990,1000
824870,51.3,0.225,max,A,1,980,980
825840,51.3,0.225,max,A,1,980,980
826840,51.3,0.225,max,A,2,990,1000
827810,51.3,0.225,max,A,3,980,970
828800,51.3,0.225,max,A,4,980,990
829780,50.3,0.225,max,B,1,980,980
830780,50.3,0.225,max,B,2,990,1000
831770,50.3,0.225,max,B,3,990,990
832750,50.3,0.225,max,B,4,990,980
833740,50.3,0.225,max,B,5,990,990
844600,51.3,0.225,max,A,1,980,980
845570,51.3,0.225,max,A,1,980,980
846560,51.3,0.225,max,A,2,980,990
847530,51.3,0.225,max,A,3,980,970
848520,51.3,0.225,max,A,4,980,990
849500,49.3,0.225,max,B,1,980,980
850500,49.3,0.225,max,B,2,990,1000
851500,49.3,0.225,max,B,3,990,1000
852490,49.3,0.225,max,B,4,990,990
853480,49.3,0.225,max,B,5,990,990
864400,51.3,0.225,max,A,1,990,990
865400,51.3,0.225,max,A,1,990,1010
866380,51.3,0.225,max,A,2,990,980
867360,51.3,0.225,max,A,3,990,980
868350,51.3,0.225,max,A,4,990,990
869330,51.3,0.225,max,B,1,980,980
870330,51.3,0.225,max,B,2,980,1000
871320,51.3,0.225,max,B,3,990,990
872330,51.3,0.225,max,B,4,990,1010
873330,51.3,0.225,max,B,5,1000,1000
885280,50.3,0.225,max,A,1,990,1010
886260,50.3,0.225,max,A,1,990,990
887230,50.3,0.225,max,A,2,990,970
888240,50.3,0.225,max,A,3,990,1010
889250,50.3,0.225,max,A,4,1010,1010
890250,51.3,0.225,max,B,1,1000,1000
891250,51.3,0.225,max,B,2,1000,1000
892250,51.3,0.225,max,B,3,1000,1000
893230,51.3,0.225,max,B,4,1000,980
894230,51.3,0.225,max,B,5,1000,1000
905210,51.3,0.225,max,A,1,990,990
906200,51.3,0.225,max,A,1,990,1000
907180,51.3,0.225,max,A,2,990,980
908170,51.3,0.225,max,A,3,990,990
909170,51.3,0.225,max,A,4,990,1000
910170,51.3,0.225,max,B,1,1000,1000
911180,51.3,0.225,max,B,2,1000,1010
912180,51.3,0.225,max,B,3,1000,1000
913200,51.3,0.225,max,B,4,1000,1020
914190,51.3,0.225,max,B,5,1000,990
926180,51.3,0.225,max,A,1,990,1010
927170,51.3,0.225,max,A,1,1000,1000
928170,51.3,0.225,max,A,2,1000,1000
929160,51.3,0.225,max,A,3,1000,990
930170,51.3,0.225,max,A,4,1000,1010
931160,50.3,0.225,max,B,1,1000,990
932170,50.3,0.225,max,B,2,1000,1010
933170,50.3,0.225,max,B,3,1000,1000
934170,50.3,0.225,max,B,4,1000,1000
935180,50.3,0.225,max,B,5,1000,1010
950160,51.3,0.225,max,A,1,1000,1020
951160,51.3,0.225,max,A,1,1010,1010
952160,51.3,0.225,max,A,2,1010,1000
953160,51.3,0.225,max,A,3,1010,1000
954170,51.3,0.225,max,A,4,1010,1010
955160,49.3,0.225,max,B,1,1000,990
956150,49.3,0.225,max,B,2,1000,990
957160,49.3,0.225,max,B,3,1000,1010
958160,49.3,0.225,max,B,4,1000,1000
959180,49.3,0.225,max,B,5,1000,1020
970190,51.3,0.225,max,A,1,1000,1000
971200,51.3,0.225,max,A,1,1000,1020
972190,51.3,0.225,max,A,2,1000,990
973200,51.3,0.225,max,A,3,1000,1010
974200,51.3,0.225,max,A,4,1000,1000
975200,51.3,0.225,max,B,1,1000,1000
976190,51.3,0.225,max,B,2,1000,990
977200,51.3,0.225,max,B,3,1000,1010
978190,51.3,0.225,max,B,4,1000,990
979200,51.3,0.225,max,B,5,1000,1010
991190,48.3,0.225,max,A,1,1000,1010
992180,48.3,0.225,max,A,1,1000,1000
993180,48.3,0.225,max,A,2,1000,1000
994170,48.3,0.225,max,A,3,1000,990
995190,48.3,0.225,max,A,4,1000,1020
996180,51.3,0.225,max,B,1,1000,990
997190,51.3,0.225,max,B,2,1000,1010
998160,51.3,0.225,max,B,3,990,970
999170,51.3,0.225,max,B,4,1010,1010
1000180,51.3,0.225,max,B,5,1010,1010
1013210,51.3,0.225,max,A,1,1000,1000
1014210,51.3,0.225,max,A,1,1000,1010
1015200,51.3,0.225,max,A,2,1000,990
1016200,51.3,0.225,max,A,3,1000,1000
1017200,51.3,0.225,max,A,4,1000,1000
1018190,51.3,0.225,max,B,1,1000,990
1019170,51.3,0.225,max,B,2,990,980
1020180,51.3,0.225,max,B,3,1000,1010
1021180,51.3,0.225,max,B,4,1000,1000
1022180,51.3,0.225,max,B,5,1000,1000
1033180,51.3,0.225,max,A,1,1000,1010
1034180,51.3,0.225,max,A,1,1000,1010
1035180,51.3,0.225,max,A,2,1000,1000
1036180,51.3,0.225,max,A,3,1000,1000
1037180,51.3,0.225,max,A,4,1000,1000
1038190,49.3,0.225,max,B,1,1000,1010
1039200,49.3,0.225,max,B,2,1000,1010
1040200,49.3,0.225,max,B,3,1000,1000
1041200,49.3,0.225,max,B,4,1000,1000
1042210,49.3,0.225,max,B,5,1010,1010
1053120,51.3,0.225,max,A,1,990,990
1054090,51.3,0.225,max,A,1,990,980
1055080,51.3,0.225,max,A,2,990,990
1056080,51.3,0.225,max,A,3,990,1000
1057090,51.3,0.225,max,A,4,990,1010
1058080,50.3,0.225,max,B,1,990,990
1059080,50.3,0.225,max,B,2,1000,1000
1060080,50.3,0.225,max,B,3,1000,1000
1061070,50.3,0.225,max,B,4,1000,990
1062070,50.3,0.225,max,B,5,1000,1000
1073080,51.3,0.225,max,A,1,1010,1010
1074080,51.3,0.225,max,A,1,1010,1010
1075100,51.3,0.225,max,A,2,1010,1020
1076080,51.3,0.225,max,A,3,1010,980
1077090,51.3,0.225,max,A,4,1010,1010
1078100,49.3,0.225,max,B,1,1010,1010
1079120,49.3,0.225,max,B,2,1010,1020
1080200,49.3,0.225,max,B,3,1010,1080
